,A,B,G
557,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],Brc1cccc(Br)c1
558,CCC1=C(CC)C2=CC3=[NH+]C(=CC4=C(C)c5ccc6C(=C(Nc6c5N4)C=C4NC(=CC1=[NH+]2)C(=C4C)C)C)C(=C3C)C,Cc1ccc(cc1)S(=O)(=O)[O-],ClC(Cl)Cl
559,[NH3+]CCCOCCCCOCCC[NH3+],O=S(=O)([O-])c1cc(c2ccc3c4c(ccc1c24)c(cc3S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-],NC(N)=[NH2+]
560,[nH+]1ccc(cc1)C=Cc1ccncc1,O=C([O-])c1ccc(cc1)S(=O)(=O)[O-],O
561,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1cccc2ccccc12,COc1ccccc1
562,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1cccc2ccccc12,COc1ccccc1
563,N1C=[NH+]c2ccccc12,OC(=O)c1cc(ccc1O)S(=O)(=O)[O-],O
564,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CS(C)=O
565,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],O
566,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],O
567,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(c1ccccc1)(c1ccccc1)c1ccccc1
568,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CO
569,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CCO
570,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CCCO
571,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CCCCO
572,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CCCCCO
573,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CN(C)C=O
574,[NH3+]CCCCCCCCCC[NH3+],O=S(=O)([O-])c1cc(c2ccc3c4c(ccc1c24)c(cc3S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-],O
575,[NH3+]CCCCCCCCCC[NH3+],O=S(=O)([O-])c1cc(c2ccc3c4c(ccc1c24)c(cc3S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-],O
576,[NH3+]CCCCCCCCCC[NH3+],O=S(=O)([O-])c1cc(c2ccc3c4c(ccc1c24)c(cc3S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-],O
577,CC1C[NH2+]CCC1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(N)=[NH2+]
578,[NH3+]C(C)c1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],O
579,[NH3+]C(C)c1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],O
580,[NH3+]C(C)c1ccccc1,O=S(=O)([O-])c1ccc2ccc3cccc4ccc1c2c34,O
581,Nc1[nH+]cccc1N,OC(=O)c1cc(ccc1O)S(=O)(=O)[O-],O
582,[NH2+]1CCN2CC[NH2+]Cc3ccc(C[NH2+]CCN(CC[NH2+]Cc4ccc(C1)cc4)CC[NH2+]Cc1ccc(C[NH2+]CC2)cc1)cc3,Cc1ccc(cc1)S(=O)(=O)[O-],O
583,[NH2+]1CCN2CC[NH2+]Cc3ccc(C[NH2+]CCN(CC[NH2+]Cc4ccc(C1)cc4)CC[NH2+]Cc1ccc(C[NH2+]CC2)cc1)cc3,Cc1ccc(cc1)S(=O)(=O)[O-],O
584,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],C1COCCOCCOCCOCCOCCO1
585,C[NH2+]C,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(N)=[NH2+]
586,C[NH2+]C,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(N)=[NH2+]
587,[NH2+]1CC[NH2+]CCC[NH2+]CC[NH2+]CCC1,Oc1c2Cc3cc(cc(Cc4cc(cc(Cc5cc(cc(Cc1cc(c2)S(=O)(=O)[O-])c5O)S(=O)(=O)[O-])c4O)S(=O)(=O)[O-])c3O)S(=O)(=O)[O-],O
588,C[n+]1ccc(N)cc1,Cc1ccc(cc1)S(=O)(=O)[O-],Oc1ccc(cc1)c1ccc(O)cc1
589,C[n+]1ccc(N)cc1,Cc1ccc(cc1)S(=O)(=O)[O-],Oc1ccc2ccccc2c1c1c(O)ccc2ccccc12
590,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(CCc2ccc(cc2)S(=O)(=O)[O-])cc1,O=C1OC(C(CCc2ccccc2)c2ccccc12)N(=O)=O
591,CN1N(C(=O)C(=C1C)C(=O)Nc1ccc(Oc2cc[nH+]c3NC=C(c4ccccc4)c23)c(F)c1)c1ccc(F)cc1,CC1(C)C2CCC1(CS(=O)(=O)[O-])C(=O)C2,CC#N
592,[NH3+]C(C([NH3+])c1ccccc1C)c1ccccc1C,CC1(C)C2CCC1(CS(=O)(=O)[O-])C(=O)C2,c1ccccc1
593,C(Cc1cc[nH+]cc1)Cc1cc[nH+]cc1,OC(=O)c1cc(ccc1O)S(=O)(=O)[O-],O
594,N1C=[NH+]c2ccccc12,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],O
595,Cc1[nH+]c(N)nc(C)c1,Oc1ccc(cc1C(=O)[O-])S(=O)(=O)[O-],O
596,CN1CC[NH2+]Cc2ccc(C[NH2+]CCN(C)CC[NH2+]Cc3ccc(C[NH2+]CC1)cc3)cc2,Cc1ccc(cc1)S(=O)(=O)[O-],O
597,C(N1C=[NH+]C=C1)N1C=[NH+]C=C1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CC#N
598,C(CCN1C=[NH+]C=C1)CN1C=[NH+]C=C1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],O
599,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],O
600,[NH3+]CCCN,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],O
601,[NH2+]1CC[NH2+]CCC[NH2+]CC[NH2+]CCC1,Cc1ccc(cc1)S(=O)(=O)[O-],O
602,[NH2+](C1CCCCC1)C1CCCCC1,OC(=O)c1ccccc1S(=O)(=O)[O-],O
603,C1C[NH+]=C(CC2=[NH+]CCN2)N1,Cc1ccc(cc1)S(=O)(=O)[O-],O
604,[NH3+]c1ccccc1[NH3+],Cc1ccc(cc1)S(=O)(=O)[O-],[NH3+]c1ccccc1N
605,C1[NH+](CC2C[NH+](CC1C2)C(c1ccccc1)c1ccccc1)C(c1ccccc1)c1ccccc1,Cc1ccc(cc1)S(=O)(=O)[O-],CC(C)=O
606,CN(C)c1cc[nH+]cc1,OC(=O)c1cc(ccc1O)S(=O)(=O)[O-],O
