,A,B,G,cryst
184,CCC1=C2NC(=C1CC)c1[nH+]c(ccc1)C1=C(CC)C(=C(N1)c1cccc(n1)C1=CC=C(N1)c1[nH+]c2ccc1)CC,O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],Cc1ccc2cc(C)ccc2c1,0
185,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],[NH3+]c1ccc(cc1)N=Nc1ccccc1,0
186,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],S1C=CSC1=C1SC=CS1,0
187,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],COc1ccc(cc1)N(=O)=O,0
188,CCC1=C(CC)C2=CC3=[NH+]C(=CC4=C(CC)C(=C(N4)C=C4[NH+]=C(C=C1N2)C(=C4CC)CC)CC)C(=C3CC)CC,COS(=O)(=O)[O-],O=N(=O)c1cccc2ccccc12,0
189,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CN(C)c1ccccc1,0
190,NC(N)=[NH2+],Cc1cc(C)c(c(C)c1S(=O)(=O)[O-])S(=O)(=O)[O-],[Xe],0
191,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CCCCCCCCCCCCO,0
192,N1[NH+]=CC=C1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],Cc1ccccc1C,0
193,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CC1(C)CCCC2(C)C1CCC1(C)OC(=O)CC21,0
194,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CCCOc1c2Cc3cccc(Cc4cccc(Cc5cc(CNC(=O)Nc6ccccc6)cc(Cc1ccc2)c5O)c4OCCC)c3O,0
195,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],OS(=O)(=O)[O-],0
196,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2ccccc12,CN1C=CN=C1C,0
197,Nc1ccc(cc1)N=[NH+]c1ccccc1,O=S(=O)([O-])c1ccccc1,C[NH2+]C,0
198,[NH3+]CCCOCCCCOCCC[NH3+],O=S(=O)([O-])c1cc(c2ccc3c4c(ccc1c24)c(cc3S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-],Cc1ccc2ccccc2c1C,0
199,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],[Cl-],0
200,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],O=S(=O)([O-])c1ccc(cc1)C(c1ccc(cc1)S(=O)(=O)[O-])(c1ccc(cc1)S(=O)(=O)[O-])c1ccc(cc1)S(=O)(=O)[O-],0
201,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],Cc1cccc2c(C)cccc12,0
202,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],NC(N)=[NH2+],0
203,[NH3+]C(C)C,O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],O=S(=O)([O-])CCS(=O)(=O)[O-],0
204,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(C=Cc2ccc(cc2)S(=O)(=O)[O-])cc1,CC1(C)CCCC2(C)C1CCC1(C)OC(=O)CC21,0
205,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],Ic1cccc2ccccc12,0
206,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],COCCO,0
207,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],Cc1ccc(C)c(C)c1,0
208,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(C=Cc2ccc(cc2)S(=O)(=O)[O-])cc1,[Cl-],0
209,Cc1ccc(cc1)C1=C2NC(=C(C3=[NH+]C(=C(C4=CC=C(N4)C(=C4[NH+]=C1C=C4)c1ccc(C)cc1)c1ccc(C)cc1)C=C3)c1ccc(C)cc1)C=C2,CS(=O)(=O)[O-],[NH3+]c1ccc(cc1)N=Nc1ccccc1,0
210,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],COc1ccccc1,0
211,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],CCCCCCCCCCCCO,0
212,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],N#CCCCCC#N,0
213,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(C=Cc2ccc(cc2)S(=O)(=O)[O-])cc1,O=C=O,0
214,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],ICCCI,0
215,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],Cc1cccc(C)c1,0
216,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CCCCCC#N,0
217,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(Oc2ccc(cc2)S(=O)(=O)[O-])cc1,CC1(C)CCCC2(C)C1CCC1(C)OC(=O)CC21,0
218,CC[N+](CC)(CC)CC,FC(F)(F)c1cc2COc3cccc(OCc4cc(NC(=S)Nc5cc(COc6cccc(OCc7cc(NC(=S)Nc(c2)c1)cc(c7)C(F)(F)F)c6)cc(c5)C(F)(F)F)cc(c4)C(F)(F)F)c3,COCCO,0
219,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],ICCCI,0
220,NC(N)=[NH2+],Cc1cc(C)c(c(C)c1S(=O)(=O)[O-])S(=O)(=O)[O-],NC(N)=[NH2+],0
221,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CN(C)c1ccncc1,0
222,CN1C=C[NH+]=C1C,O=S(=O)([O-])c1ccccc1,O=N(=O)c1ccccc1,0
223,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],Clc1ccc(Cl)c(Cl)c1,0
224,NC(N)=[NH2+],O=S(=O)([O-])c1ccccc1,COC1CC(C)(C)N([O])C(C)(C)C1,0
225,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],C1COCCOCCOCCOCCOCCO1,0
226,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],[Cl-],0
227,NC(N)=[NH2+],Cc1cc(C)c(c(C)c1S(=O)(=O)[O-])S(=O)(=O)[O-],[NH3+]c1ccc(cc1)N=Nc1ccccc1,0
228,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(CCc2ccc(cc2)S(=O)(=O)[O-])cc1,CCCCCCCC#N,0
229,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],S1C=CC=C1C=CC1=CC=CS1,0
230,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],ClC(Cl)Cl,0
231,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],S1C=CC=C1,0
232,NC(N)=[NH2+],Cc1cc(C)c(c(C)c1S(=O)(=O)[O-])S(=O)(=O)[O-],CS(O)(=O)=O,0
233,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,0
234,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc3cc(ccc3cc2c1)S(=O)(=O)[O-],COCCO,0
235,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],NC(c1ccccc1)(c1ccccc1)c1ccccc1,0
236,[NH3+]c1ccc(cc1)C(c1ccc([NH3+])cc1)(c1ccc([NH3+])cc1)c1ccc([NH3+])cc1,CS(C)=O,O=C1OC(C(CCc2ccccc2)c2ccccc12)N(=O)=O,0
237,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc3cc(ccc3cc2c1)S(=O)(=O)[O-],Cc1ccc(C)cc1,0
238,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],ICCCI,0
239,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(OCCOc2ccc(cc2)S(=O)(=O)[O-])cc1,CCOC(C)=O,0
240,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],ICCCI,0
241,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],c1ccncc1,0
242,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],COCCOCCOCCOC,0
243,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],COCCOCCOCCOC,0
244,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],NC(c1ccccc1)(c1ccccc1)c1ccccc1,0
245,NC(N)=[NH2+],Cc1c(C)c(c(C)c(c1C)S(=O)(=O)[O-])S(=O)(=O)[O-],Oc1ccccc1C=Nc1ccccc1,0
246,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],O=C1OC(C(CCc2ccccc2)c2ccccc12)N(=O)=O,0
247,NC(N)=[NH2+],Cc1ccc(cc1)S(=O)(=O)[O-],CC1(C)CCCC(C)(C)N1[O],0
248,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],N#Cc1ccccc1,0
249,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(Oc2ccc(cc2)S(=O)(=O)[O-])cc1,ClC(Cl)Cl,0
250,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(C=Cc2ccc(cc2)S(=O)(=O)[O-])cc1,C1COCCOCCOCCOCCOCCO1,0
251,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],CC1(C)CCCC(C)(C)N1[O],0
252,[NH3+]c1ccc(cc1)C(c1ccc([NH3+])cc1)(c1ccc([NH3+])cc1)c1ccc([NH3+])cc1,CS(C)=O,CC[NH+](CC)CC,0
253,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(C=Cc2ccc(cc2)S(=O)(=O)[O-])cc1,C1COCCOCCOCCOCCOCCO1,0
254,N1C=[NH+]C=C1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],c1ccc(cc1)C=Cc1ccccc1,0
255,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccccc1,N1C=CC=C1,0
256,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc2cc3ccccc3cc2c1,ClCCCl,0
257,NC(N)=[NH2+],Cc1c(C)c(c(C)c(c1C)S(=O)(=O)[O-])S(=O)(=O)[O-],CC(C)C1CCC(C)CC1OC(C)=O,0
258,Cc1cc(C)c(c(C)c1)C1=C2CN(C=C2)C2=[NH+]C(=C(C3=CC=C(N3)N3C=CC(=C3)C(=C3[NH+]=C1C=C3)c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C)C=C2,CS(=O)(=O)[O-],Brc1ccccc1Br,0
259,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],CC(C)=O,0
260,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],CS(O)(=O)=O,0
261,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],Cc1ccc2ccccc2c1C,0
262,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc2cc3ccccc3cc2c1,CCCCCCCCCCCCO,0
263,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],C[NH2+]C,0
264,N1C=[NH+]C=C1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],c1ccncc1,0
265,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc3cc(ccc3cc2c1)S(=O)(=O)[O-],CCCCCC#N,0
266,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],N#CCCCCC#N,0
267,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(CCc2ccc(cc2)S(=O)(=O)[O-])cc1,Oc1ccccc1C=Nc1ccccc1,0
268,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],COc1ccccc1,0
269,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CN(C)c1ccc(cc1)N(=O)=O,0
270,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc2cc3ccccc3cc2c1,CCCOc1c2Cc3cccc(Cc4cccc(Cc5cc(CNC(=O)Nc6ccccc6)cc(Cc1ccc2)c5O)c4OCCC)c3O,0
271,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],NC(N)=[NH2+],0
272,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],CC(C)C1CCC(C)CC1OC(C)=O,0
273,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc2cc3ccccc3cc2c1,ClC(Cl)Cl,0
274,NC(N)=[NH2+],O=S(=O)([O-])c1ccccc1,c1cnccn1,0
275,[nH+]1cccc2ccc3ccccc3c12,O=S(=O)([O-])c1ccccc1,Oc1ccc2ccccc2c1c1c(O)ccc2ccccc12,0
276,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],CC1(C)CCCC2(C)C1CCC1(C)OC(=O)CC21,0
277,NC(N)=[NH2+],Cc1ccc(cc1)S(=O)(=O)[O-],C1COCCOCCOCCOCCOCCO1,0
278,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],CN(C)c1ccncc1,0
279,NC(N)=[NH2+],CC(C)(C)c1ccc(cc1)S(=O)(=O)[O-],c1ccccc1,0
280,[NH3+]C(C)CC,O=S(=O)([O-])c1ccc2cc3cc(ccc3cc2c1)S(=O)(=O)[O-],S1C=CSC1=C1SC=CS1,0
281,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc3cc(ccc3cc2c1)S(=O)(=O)[O-],C1COCCOCCOCCOCCOCCO1,0
282,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],CC(C)C1CCC(C)CC1OC(C)=O,0
283,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],S1C=CSC1=C1SC=CS1,0
284,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],COCCO,0
285,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc3cc(ccc3cc2c1)S(=O)(=O)[O-],O=C1OC(C(CCc2ccccc2)c2ccccc12)N(=O)=O,0
286,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],Clc1ccccc1Cl,0
287,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],O=N(=O)c1cccc2ccccc12,0
288,NC(N)=[NH2+],Cc1ccc(cc1)S(=O)(=O)[O-],CC1(C)CCCC2(C)C1CCC1(C)OC(=O)CC21,0
289,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],O=C=O,0
290,NC(N)=[NH2+],CCc1ccc(cc1)S(=O)(=O)[O-],[Cl-],0
291,N1C2=CC=C1C(=C1C=CC(=N1)C(=C1[NH+]=C(C=C1)C(=C1C=CC(=N1)C(=C1NC(=C(c3ccccc3)C3=NC(=C2c2ccccc2)C=C3)C=C1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1,CS(=O)(=O)[O-],CN(C)c1cccc(c1)N(=O)=O,0
292,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],NC(N)=[NH2+],0
293,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc3cc(ccc3cc2c1)S(=O)(=O)[O-],CC(C)=O,0
294,CCC1=C(C)C2=C3C=C(C4=[NH+]C(=CC5=C(CC)C(=C(N5)C5=CC(=C6[NH+]=C(C=C1N2)C(=C6C)CC)c1ccccc51)C)C(=C4C)CC)c1ccccc31,COS(=O)(=O)[O-],S1C=CC=C1,0
295,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],C1=CC=C2C=CC=C2C=C1,0
296,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccccc1,N#Cc1cccc2ccccc12,0
297,NC(N)=[NH2+],CC(C)c1ccc(cc1)S(=O)(=O)[O-],CC1=CC(=O)Oc2c3CCCN4CCCc(cc12)c34,0
298,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],Cc1ccc2cc(C)ccc2c1,0
299,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc2ccc3cccc4ccc1c2c34,N1C=CC=C1,0
300,NC(N)=[NH2+],Cc1ccc(cc1)S(=O)(=O)[O-],C[NH2+]C,0
301,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1cc(c2ccc(cc2)S(=O)(=O)[O-])c(cc1c1ccc(cc1)S(=O)(=O)[O-])c1ccc(cc1)S(=O)(=O)[O-],c1cc2cccc3c4cccc5cccc(c(c1)c23)c45,0
302,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CC1(C)CCCC2(C)C1CCC1(C)OC(=O)CC21,0
303,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(CCc2ccc(cc2)S(=O)(=O)[O-])cc1,CC1(C)CCCC(C)(C)N1[O],0
304,NC(N)=[NH2+],Cc1cc(C)c(c(C)c1S(=O)(=O)[O-])S(=O)(=O)[O-],OS(=O)(=O)[O-],0
305,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],c1ccc(cc1)c1ccccc1,0
306,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],c1ccc(cc1)C=Cc1ccccc1,0
307,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],O=S(=O)([O-])c1ccc(cc1)C(c1ccc(cc1)S(=O)(=O)[O-])(c1ccc(cc1)S(=O)(=O)[O-])c1ccc(cc1)S(=O)(=O)[O-],0
308,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(C=Cc2ccc(cc2)S(=O)(=O)[O-])cc1,CCCCCC#N,0
309,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],S1C=CSC1=C1SC=CS1,0
310,[nH+]1ccc(cc1)c1cc[nH+]cc1,OC(=O)c1cc(ccc1C(=O)[O-])S(=O)(=O)[O-],CCCCCCCC#N,0
311,NC(N)=[NH2+],Cc1cc(C)c(c(C)c1S(=O)(=O)[O-])S(=O)(=O)[O-],ClCCl,0
312,NC(N)=[NH2+],Cc1c(C)c(c(C)c(c1C)S(=O)(=O)[O-])S(=O)(=O)[O-],COc1cc(C=CC)ccc1O,0
313,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],Cc1ccc2ccc(C)cc2c1,0
314,N1C2=[NH+]c3ccccc3NC2=Nc2ccccc12,O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],CC(=O)C1=Cc2cc3CCCN4CCCc(c2OC1=O)c34,0
315,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],N#CCCCCC#N,0
316,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],Cc1ccc(C)cc1,0
317,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],CC(=C)C1CC=C(C)C(=O)C1,0
318,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],O=S(=O)([O-])CCS(=O)(=O)[O-],0
319,CC1C[NH2+]CCC1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],Oc1ccc2ccccc2c1c1c(O)ccc2ccccc12,0
320,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc(cc1)c1ccc2cc3ccccc3cc2c1,c1cnccn1,0
321,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],[Cl-],0
322,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],c1ccc(cc1)c1ccccc1,0
323,NC(N)=[NH2+],O=S(=O)([O-])c1ccccc1,ClCCCl,0
324,[NH3+]C,O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],O=C1OC(C(CCc2ccccc2)c2ccccc12)N(=O)=O,0
325,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],NC(N)=[NH2+],0
326,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CCCCCCCCCCCCO,0
327,[NH3+]CCCOCCCCOCCC[NH3+],O=S(=O)([O-])c1cc(c2ccc3c4c(ccc1c24)c(cc3S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-],Cc1ccccc1Cl,0
328,NC(N)=[NH2+],Cc1ccc(cc1)S(=O)(=O)[O-],CC1=CC(=O)Oc2c3CCCN4CCCc(cc12)c34,0
329,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],O=C1OC(C(CCc2ccccc2)c2ccccc12)N(=O)=O,0
330,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],O=S(=O)([O-])CCS(=O)(=O)[O-],0
331,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],[Cl-],0
332,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CCOC(C)=O,0
333,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],CCN(CC)c1ccc2C(=CC(=O)Oc2c1)C,0
334,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],Cc1ccccc1C,0
335,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CCCCCCCC#N,0
336,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],ClCCl,0
337,N1C=[NH+]C=C1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],N1C=CC=C1,0
338,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],CC(=C)C1CC=C(C)C(=O)C1,0
339,O=C1O[Co+]23([NH2]CC[NH2]2)([NH2]CC[NH2]3)OC1=O,O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],CCOC(=O)C1=Cc2cc3CCCN4CCCc(c2OC1=O)c34,0
340,[nH+]1ccc(cc1)c1cc[nH+]cc1,OC(=O)c1cc(ccc1C(=O)[O-])S(=O)(=O)[O-],N#CCCCCC#N,0
341,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1cccc2cc3cccc(c3cc12)S(=O)(=O)[O-],CC[NH+](CC)CC,0
342,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],CCOC(=O)C1=Cc2cc3CCCN4CCCc(c2OC1=O)c34,0
343,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],c1ccc(cc1)N=Nc1ccccc1,0
344,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(OCCOc2ccc(cc2)S(=O)(=O)[O-])cc1,C=Cc1ccc(C=C)cc1,0
345,NC(N)=[NH2+],CC(C)(C)c1ccc(cc1)S(=O)(=O)[O-],COc1cc(CC=C)ccc1OC(C)=O,0
346,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-],N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,0
347,NC(N)=[NH2+],O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],ClCCCl,0
348,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],c1cnccn1,0
349,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],O=S(=O)([O-])CCS(=O)(=O)[O-],0
350,[nH+]1ccccc1,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-],O=N(=O)c1cccc2ccccc12,0
351,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],O=S(=O)([O-])CCS(=O)(=O)[O-],0
352,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],CCOC(C)=O,0
353,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],Oc1ccc(cc1)c1ccc(O)cc1,0
354,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(C=Cc2ccc(cc2)S(=O)(=O)[O-])cc1,CCCCCCCC#N,0
355,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],Cc1cccc2c(C)cccc12,0
356,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc3cc(ccc3cc2c1)S(=O)(=O)[O-],CCCCCC#N,0
357,[NH3+]C(c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([O-])c1ccc2cc3ccccc3cc2c1,CC1(C)CCCC(C)(C)N1[O],0
358,NC(N)=[NH2+],O=S(=O)([O-])c1ccc2cc(ccc2c1)S(=O)(=O)[O-],C[NH2+]C,0
359,NC(N)=[NH2+],O=S(=O)([O-])c1ccc(cc1)c1ccc(cc1)S(=O)(=O)[O-],O=C=O,0
